chr	start	stop	pop
17	77326228	79044911	ASN
17	79044911	81194908	ASN
18	10644	2405380	ASN
18	2405380	3542107	ASN
18	3542107	5154578	ASN
18	5154578	7133194	ASN
18	7133194	8467004	ASN
18	8467004	10845313	ASN
18	10845313	12024368	ASN
18	12024368	14439639	ASN
18	14439639	19485844	ASN
18	19485844	20790476	ASN
18	20790476	22895523	ASN
18	22895523	24025116	ASN
18	24025116	25760877	ASN
18	25760877	27429487	ASN
18	27429487	29368667	ASN
18	29368667	31424983	ASN
18	31424983	33794596	ASN
18	33794596	35838351	ASN
18	35838351	36979961	ASN
18	36979961	38767938	ASN
18	38767938	40990734	ASN
18	40990734	42921886	ASN
18	42921886	44155069	ASN
18	44155069	46208355	ASN
18	46208355	47730999	ASN
18	47730999	51061437	ASN
18	51061437	52517132	ASN
18	52517132	54958664	ASN
18	54958664	57377707	ASN
18	57377707	58232803	ASN
18	58232803	60278229	ASN
18	60278229	61818997	ASN
18	61818997	62898666	ASN
18	62898666	65106561	ASN
18	65106561	66205923	ASN
18	66205923	68813477	ASN
18	68813477	70096916	ASN
18	70096916	72982759	ASN
18	72982759	74459354	ASN
18	74459354	75975853	ASN
18	75975853	77149289	ASN
18	77149289	78017158	ASN
19	80840	759261	ASN
19	759261	1347381	ASN
19	1347381	3179690	ASN
19	3179690	5377037	ASN
19	5377037	6893560	ASN
19	6893560	9016693	ASN
19	9016693	9383877	ASN
19	9383877	11849449	ASN
19	11849449	12500149	ASN
19	12500149	15648148	ASN
19	15648148	16749208	ASN
19	16749208	20221313	ASN
19	20221313	21822864	ASN
19	21822864	23466054	ASN
19	23466054	27741111	ASN
19	27741111	29789974	ASN
19	29789974	30600792	ASN
19	30600792	32440024	ASN
19	32440024	34205226	ASN
19	34205226	36468278	ASN
19	36468278	38726451	ASN
19	38726451	41446535	ASN
19	41446535	41948683	ASN
19	41948683	43862455	ASN
19	43862455	45579043	ASN
19	45579043	47334409	ASN
19	47334409	49093112	ASN
19	49093112	51334271	ASN
19	51334271	52985347	ASN
19	52985347	54734184	ASN
19	54734184	55660892	ASN
19	55660892	57195058	ASN
19	57195058	59118839	ASN
20	60479	2244039	ASN
20	2244039	3147024	ASN
20	3147024	5415568	ASN
20	5415568	6669967	ASN
20	6669967	8602105	ASN
20	8602105	9591197	ASN
20	9591197	11014704	ASN
20	11014704	12154278	ASN
20	12154278	13689325	ASN
20	13689325	15543676	ASN
20	15543676	17753799	ASN
20	17753799	19110601	ASN
20	19110601	21683223	ASN
20	21683223	22740664	ASN
20	22740664	24060965	ASN
20	24060965	31047798	ASN
20	31047798	34960772	ASN
20	34960772	36954724	ASN
20	36954724	39083843	ASN
20	39083843	41198420	ASN
20	41198420	43060137	ASN
20	43060137	44814232	ASN
20	44814232	47198830	ASN
20	47198830	49239658	ASN
20	49239658	52472372	ASN
20	52472372	54142341	ASN
20	54142341	56512594	ASN
20	56512594	58104565	ASN
20	58104565	60242140	ASN
20	60242140	60765010	ASN
20	60765010	62189093	ASN
20	62189093	62965163	ASN
21	9411243	15842927	ASN
21	15842927	17889943	ASN
21	17889943	19332406	ASN
21	19332406	21056780	ASN
21	21056780	22883608	ASN
21	22883608	25333578	ASN
21	25333578	26470748	ASN
21	26470748	29125075	ASN
21	29125075	30846395	ASN
21	30846395	32814465	ASN
21	32814465	35407943	ASN
21	35407943	36355773	ASN
21	36355773	38040881	ASN
21	38040881	39830620	ASN
21	39830620	41389310	ASN
21	41389310	43321528	ASN
21	43321528	44504005	ASN
21	44504005	46176127	ASN
21	46176127	47031781	ASN
21	47031781	48119752	ASN
22	16050408	17581547	ASN
22	17581547	18557031	ASN
22	18557031	19912242	ASN
22	19912242	21986827	ASN
22	21986827	23398337	ASN
22	23398337	25209349	ASN
22	25209349	26524344	ASN
22	26524344	28233390	ASN
22	28233390	30954397	ASN
22	30954397	32665507	ASN
22	32665507	34860926	ASN
22	34860926	36453608	ASN
22	36453608	37977990	ASN
22	37977990	40527060	ASN
22	40527060	42690818	ASN
22	42690818	44994946	ASN
22	44994946	46915049	ASN
22	46915049	48212129	ASN
22	48212129	49800746	ASN
22	49800746	51243298	ASN
1	10583	1577084	AFR
1	1577084	2364990	AFR
1	2364990	3150345	AFR
1	3150345	4284187	AFR
1	4284187	4854314	AFR
1	4854314	5914887	AFR
1	5914887	7170719	AFR
1	7170719	8202408	AFR
1	8202408	9366009	AFR
1	9366009	10643433	AFR
1	10643433	11240013	AFR
1	11240013	12106844	AFR
1	12106844	13950570	AFR
1	13950570	15151738	AFR
1	15151738	16084492	AFR
1	16084492	17175686	AFR
1	17175686	18568222	AFR
1	18568222	19241068	AFR
1	19241068	20436391	AFR
1	20436391	21977332	AFR
1	21977332	22736729	AFR
1	22736729	23446272	AFR
1	23446272	24527561	AFR
1	24527561	25309023	AFR
1	25309023	26481589	AFR
1	26481589	27402919	AFR
1	27402919	30160741	AFR
1	30160741	30279164	AFR
1	30279164	31165840	AFR
1	31165840	32154000	AFR
1	32154000	34372892	AFR
1	34372892	35316817	AFR
1	35316817	35746301	AFR
1	35746301	37326704	AFR
1	37326704	38874420	AFR
1	38874420	40093903	AFR
1	40093903	40936568	AFR
1	40936568	41975149	AFR
1	41975149	43460977	AFR
1	43460977	45083050	AFR
1	45083050	46899423	AFR
1	46899423	48004776	AFR
1	48004776	49069072	AFR
1	49069072	50593006	AFR
1	50593006	51541862	AFR
1	51541862	53115475	AFR
1	53115475	53836499	AFR
1	53836499	54666161	AFR
1	54666161	55225846	AFR
1	55225846	55752374	AFR
1	55752374	57180720	AFR
1	57180720	58385187	AFR
1	58385187	59488081	AFR
1	59488081	60459939	AFR
1	60459939	61358326	AFR
1	61358326	62804139	AFR
1	62804139	63630127	AFR
1	63630127	64259230	AFR
1	64259230	65605891	AFR
1	65605891	66773821	AFR
1	66773821	67595777	AFR
1	67595777	68665338	AFR
1	68665338	69791422	AFR
1	69791422	70946629	AFR
1	70946629	72509742	AFR
1	72509742	73347020	AFR
1	73347020	75014926	AFR
1	75014926	75994016	AFR
1	75994016	76729016	AFR
1	76729016	77695541	AFR
1	77695541	79261567	AFR
1	79261567	80100706	AFR
1	80100706	81063143	AFR
1	81063143	81849125	AFR
1	81849125	82564252	AFR
1	82564252	83832323	AFR
1	83832323	84844495	AFR
1	84844495	85940450	AFR
1	85940450	86949137	AFR
1	86949137	88456046	AFR
1	88456046	90066303	AFR
1	90066303	91871087	AFR
1	91871087	92938441	AFR
1	92938441	94454373	AFR
1	94454373	95314037	AFR
1	95314037	96596864	AFR
1	96596864	97462095	AFR
1	97462095	98802183	AFR
1	98802183	99556488	AFR
1	99556488	100765184	AFR
1	100765184	101682955	AFR
1	101682955	102423411	AFR
1	102423411	103573812	AFR
1	103573812	104371832	AFR
1	104371832	104984550	AFR
1	104984550	105413132	AFR
1	105413132	106088624	AFR
1	106088624	107875774	AFR
1	107875774	109268361	AFR
1	109268361	110334940	AFR
1	110334940	111236688	AFR
1	111236688	112347492	AFR
1	112347492	113752748	AFR
1	113752748	114652486	AFR
1	114652486	115880593	AFR
1	115880593	117351267	AFR
1	117351267	118838626	AFR
1	118838626	119836143	AFR
1	119836143	145783664	AFR
1	145783664	148953844	AFR
1	148953844	151139759	AFR
1	151139759	152537854	AFR
1	152537854	153329919	AFR
1	153329919	154769707	AFR
1	154769707	156336044	AFR
1	156336044	157155562	AFR
1	157155562	158727375	AFR
1	158727375	158904744	AFR
1	158904744	160921947	AFR
1	160921947	161675110	AFR
1	161675110	163344595	AFR
1	163344595	163948372	AFR
1	163948372	165192878	AFR
1	165192878	166364624	AFR
1	166364624	167100361	AFR
1	167100361	168567349	AFR
1	168567349	168696237	AFR
1	168696237	169647437	AFR
1	169647437	171043932	AFR
1	171043932	171648757	AFR
1	171648757	173302306	AFR
1	173302306	175089874	AFR
1	175089874	177016829	AFR
1	177016829	177937079	AFR
1	177937079	178943432	AFR
1	178943432	180121831	AFR
1	180121831	181144897	AFR
1	181144897	182424276	AFR
1	182424276	183553044	AFR
1	183553044	183932226	AFR
1	183932226	184953983	AFR
1	184953983	184970522	AFR
1	184970522	187053791	AFR
1	187053791	188760389	AFR
1	188760389	189904482	AFR
1	189904482	191869188	AFR
1	191869188	192791206	AFR
1	192791206	193507520	AFR
1	193507520	194281756	AFR
1	194281756	195155979	AFR
1	195155979	196178348	AFR
1	196178348	196736014	AFR
1	196736014	198096572	AFR
1	198096572	199239076	AFR
1	199239076	200020803	AFR
1	200020803	201629739	AFR
1	201629739	202822261	AFR
1	202822261	203980752	AFR
1	203980752	204930668	AFR
1	204930668	205487021	AFR
1	205487021	207042277	AFR
1	207042277	207878641	AFR
1	207878641	208995848	AFR
1	208995848	209725571	AFR
1	209725571	210626867	AFR
1	210626867	211374455	AFR
1	211374455	212346008	AFR
1	212346008	214411452	AFR
1	214411452	215134041	AFR
1	215134041	216729434	AFR
1	216729434	218295398	AFR
1	218295398	219254577	AFR
1	219254577	220532529	AFR
1	220532529	221151629	AFR
1	221151629	221859777	AFR
1	221859777	223632068	AFR
1	223632068	224939012	AFR
1	224939012	225554182	AFR
1	225554182	226811744	AFR
1	226811744	227683468	AFR
1	227683468	229369485	AFR
1	229369485	230777436	AFR
1	230777436	231395521	AFR
1	231395521	232811263	AFR
1	232811263	233760366	AFR
1	233760366	234763954	AFR
1	234763954	236162592	AFR
1	236162592	236909190	AFR
1	236909190	237827756	AFR
1	237827756	238725762	AFR
1	238725762	239566530	AFR
1	239566530	240563848	AFR
1	240563848	241582349	AFR
1	241582349	242072418	AFR
1	242072418	243046648	AFR
1	243046648	244259705	AFR
1	244259705	245124253	AFR
1	245124253	245966767	AFR
1	245966767	246607202	AFR
1	246607202	248140056	AFR
1	248140056	249239466	AFR
2	10133	341834	AFR
2	341834	1161563	AFR
2	1161563	1688845	AFR
2	1688845	2829810	AFR
2	2829810	3389305	AFR
2	3389305	4319941	AFR
2	4319941	5708198	AFR
2	5708198	6308801	AFR
2	6308801	7045637	AFR
2	7045637	8642585	AFR
2	8642585	9907624	AFR
2	9907624	10971017	AFR
2	10971017	11758221	AFR
2	11758221	13068332	AFR
2	13068332	14304990	AFR
2	14304990	14390736	AFR
2	14390736	15055681	AFR
2	15055681	16550462	AFR
2	16550462	17462470	AFR
2	17462470	19188347	AFR
2	19188347	20401612	AFR
2	20401612	20842642	AFR
2	20842642	21926106	AFR
2	21926106	22429229	AFR
2	22429229	23536651	AFR
2	23536651	24688055	AFR
2	24688055	26776127	AFR
2	26776127	28487388	AFR
2	28487388	29455479	AFR
2	29455479	30415815	AFR
2	30415815	30727866	AFR
2	30727866	31567374	AFR
2	31567374	32498259	AFR
2	32498259	33733196	AFR
2	33733196	34497190	AFR
2	34497190	34815865	AFR
2	34815865	35611326	AFR
2	35611326	36466770	AFR
2	36466770	37604278	AFR
2	37604278	38133181	AFR
2	38133181	38885104	AFR
2	38885104	40080880	AFR
2	40080880	40506796	AFR
2	40506796	41384161	AFR
2	41384161	42089280	AFR
2	42089280	43312204	AFR
2	43312204	44276075	AFR
2	44276075	45408269	AFR
2	45408269	46127849	AFR
2	46127849	46723211	AFR
2	46723211	47807107	AFR
2	47807107	48953185	AFR
2	48953185	49569434	AFR
2	49569434	50819696	AFR
2	50819696	52332720	AFR
2	52332720	52786543	AFR
2	52786543	53861637	AFR
2	53861637	54685940	AFR
2	54685940	56203479	AFR
2	56203479	57429382	AFR
2	57429382	58846099	AFR
2	58846099	60728186	AFR
2	60728186	62428109	AFR
2	62428109	64825612	AFR
2	64825612	65298646	AFR
2	65298646	66327841	AFR
2	66327841	67225473	AFR
2	67225473	68032753	AFR
2	68032753	69345471	AFR
2	69345471	70579825	AFR
2	70579825	71939617	AFR
2	71939617	73176103	AFR
2	73176103	74363592	AFR
2	74363592	74972018	AFR
2	74972018	76181590	AFR
2	76181590	76891598	AFR
2	76891598	78078781	AFR
2	78078781	78843121	AFR
2	78843121	80048655	AFR
2	80048655	80804550	AFR
2	80804550	81620571	AFR
2	81620571	82691807	AFR
2	82691807	84371694	AFR
2	84371694	85386144	AFR
2	85386144	86743249	AFR
2	86743249	91777440	AFR
2	91777440	97348109	AFR
2	97348109	98145422	AFR
2	98145422	99262553	AFR
2	99262553	100545855	AFR
2	100545855	101340062	AFR
2	101340062	102237117	AFR
2	102237117	103308802	AFR
2	103308802	105189868	AFR
2	105189868	105874695	AFR
2	105874695	107408267	AFR
2	107408267	108156847	AFR
2	108156847	109541135	AFR
2	109541135	111033830	AFR
2	111033830	112038209	AFR
2	112038209	113476883	AFR
2	113476883	114065124	AFR
2	114065124	115607824	AFR
2	115607824	116058192	AFR
2	116058192	116776780	AFR
2	116776780	117821875	AFR
2	117821875	118952957	AFR
2	118952957	120259594	AFR
2	120259594	121358474	AFR
2	121358474	123223449	AFR
2	123223449	124732511	AFR
2	124732511	125763337	AFR
2	125763337	127772592	AFR
2	127772592	129312598	AFR
2	129312598	129865338	AFR
2	129865338	130617197	AFR
2	130617197	131474182	AFR
2	131474182	133640625	AFR
2	133640625	135158650	AFR
2	135158650	135985564	AFR
2	135985564	137629840	AFR
2	137629840	138395810	AFR
2	138395810	138880563	AFR
2	138880563	139811930	AFR
2	139811930	140232398	AFR
2	140232398	141336131	AFR
2	141336131	142793102	AFR
2	142793102	143926523	AFR
2	143926523	145305194	AFR
2	145305194	147254110	AFR
2	147254110	148177539	AFR
2	148177539	149269489	AFR
2	149269489	150210395	AFR
2	150210395	151191044	AFR
2	151191044	151998046	AFR
2	151998046	152494570	AFR
2	152494570	153466206	AFR
2	153466206	154414566	AFR
2	154414566	155391418	AFR
2	155391418	156765630	AFR
2	156765630	158631735	AFR
2	158631735	159576806	AFR
2	159576806	160380717	AFR
2	160380717	162102538	AFR
2	162102538	163415640	AFR
2	163415640	164225269	AFR
2	164225269	165205052	AFR
2	165205052	166534988	AFR
2	166534988	167490628	AFR
2	167490628	168811824	AFR
2	168811824	169752951	AFR
2	169752951	170272727	AFR
2	170272727	171079150	AFR
2	171079150	172088587	AFR
2	172088587	173137149	AFR
2	173137149	173658863	AFR
2	173658863	174553140	AFR
2	174553140	175589800	AFR
2	175589800	177364438	AFR
2	177364438	178553113	AFR
2	178553113	180337235	AFR
2	180337235	181314165	AFR
2	181314165	182266096	AFR
2	182266096	182847531	AFR
2	182847531	184356242	AFR
2	184356242	184915173	AFR
2	184915173	186246384	AFR
2	186246384	186913397	AFR
2	186913397	188896664	AFR
2	188896664	189750863	AFR
2	189750863	190942898	AFR
2	190942898	191874104	AFR
2	191874104	192594172	AFR
2	192594172	195123157	AFR
2	195123157	196052944	AFR
2	196052944	197309019	AFR
2	197309019	197829131	AFR
2	197829131	199253528	AFR
2	199253528	199928465	AFR
2	199928465	200922172	AFR
2	200922172	202862336	AFR
2	202862336	204445957	AFR
2	204445957	205799248	AFR
2	205799248	206507745	AFR
2	206507745	208118775	AFR
2	208118775	209750775	AFR
2	209750775	210842814	AFR
2	210842814	212194770	AFR
2	212194770	212846385	AFR
2	212846385	214014534	AFR
2	214014534	215245777	AFR
2	215245777	216450540	AFR
2	216450540	217553018	AFR
2	217553018	218828874	AFR
2	218828874	219849633	AFR
2	219849633	220917056	AFR
2	220917056	221809670	AFR
2	221809670	222986696	AFR
2	222986696	224176380	AFR
2	224176380	224932899	AFR
2	224932899	225366401	AFR
2	225366401	226670833	AFR
2	226670833	227533266	AFR
2	227533266	228117831	AFR
2	228117831	228811408	AFR
2	228811408	230069601	AFR
2	230069601	231327220	AFR
2	231327220	232584840	AFR
2	232584840	233365142	AFR
2	233365142	233965933	AFR
2	233965933	235010463	AFR
2	235010463	235973157	AFR
2	235973157	236768465	AFR
2	236768465	237694123	AFR
2	237694123	238647484	AFR
2	238647484	239523868	AFR
2	239523868	240622717	AFR
2	240622717	241384855	AFR
2	241384855	242149733	AFR
2	242149733	243188920	AFR
3	60157	676398	AFR
3	676398	1091868	AFR
3	1091868	2039765	AFR
3	2039765	2726154	AFR
3	2726154	3587553	AFR
3	3587553	4877768	AFR
3	4877768	5802414	AFR
3	5802414	6844970	AFR
3	6844970	7603040	AFR
3	7603040	8673722	AFR
3	8673722	9344354	AFR
3	9344354	9971967	AFR
3	9971967	11101758	AFR
3	11101758	11714341	AFR
3	11714341	12427801	AFR
3	12427801	13732840	AFR
3	13732840	14817904	AFR
3	14817904	16284030	AFR
3	16284030	17394965	AFR
3	17394965	19125482	AFR
3	19125482	20374566	AFR
3	20374566	21524925	AFR
3	21524925	22416959	AFR
3	22416959	23123857	AFR
3	23123857	23649747	AFR
3	23649747	24410936	AFR
3	24410936	25460125	AFR
3	25460125	26877202	AFR
3	26877202	27958681	AFR
3	27958681	29017561	AFR
3	29017561	29813802	AFR
3	29813802	30662554	AFR
3	30662554	31066298	AFR
3	31066298	32124034	AFR
3	32124034	32466302	AFR
3	32466302	33254042	AFR
3	33254042	34199650	AFR
3	34199650	34814101	AFR
3	34814101	35536014	AFR
3	35536014	36832480	AFR
3	36832480	37533758	AFR
3	37533758	38356513	AFR
3	38356513	39422117	AFR
3	39422117	40084825	AFR
3	40084825	40899164	AFR
3	40899164	42335423	AFR
3	42335423	43802618	AFR
3	43802618	45396119	AFR
3	45396119	46657623	AFR
3	46657623	47629025	AFR
3	47629025	49416032	AFR
3	49416032	52064357	AFR
3	52064357	53886457	AFR
3	53886457	55267911	AFR
3	55267911	56434016	AFR
3	56434016	58552329	AFR
3	58552329	59904017	AFR
3	59904017	60808666	AFR
3	60808666	62358427	AFR
3	62358427	63145510	AFR
3	63145510	64479281	AFR
3	64479281	65584843	AFR
3	65584843	65832619	AFR
3	65832619	66905196	AFR
3	66905196	67833495	AFR
3	67833495	69430169	AFR
3	69430169	70891777	AFR
3	70891777	72528973	AFR
3	72528973	73241472	AFR
3	73241472	74096494	AFR
3	74096494	74546763	AFR
3	74546763	75377908	AFR
3	75377908	76159763	AFR
3	76159763	77153176	AFR
3	77153176	77809733	AFR
3	77809733	79024917	AFR
3	79024917	79572545	AFR
3	79572545	81426888	AFR
3	81426888	82504148	AFR
3	82504148	83327409	AFR
3	83327409	85394742	AFR
3	85394742	85571534	AFR
3	85571534	87088666	AFR
3	87088666	87589989	AFR
3	87589989	88369178	AFR
3	88369178	93505309	AFR
3	93505309	94255686	AFR
3	94255686	96057808	AFR
3	96057808	97360706	AFR
3	97360706	98302449	AFR
3	98302449	99045953	AFR
3	99045953	99695731	AFR
3	99695731	100593840	AFR
3	100593840	101902780	AFR
3	101902780	103027345	AFR
3	103027345	103449506	AFR
3	103449506	104580796	AFR
3	104580796	105338945	AFR
3	105338945	106336064	AFR
3	106336064	107236452	AFR
3	107236452	108636709	AFR
3	108636709	110095062	AFR
3	110095062	110930468	AFR
3	110930468	111942168	AFR
3	111942168	112595812	AFR
3	112595812	113948986	AFR
3	113948986	115409625	AFR
3	115409625	116314608	AFR
3	116314608	117445030	AFR
3	117445030	118903462	AFR
3	118903462	120149208	AFR
3	120149208	121130894	AFR
3	121130894	122345089	AFR
3	122345089	123427584	AFR
3	123427584	124280898	AFR
3	124280898	124936373	AFR
3	124936373	126213981	AFR
3	126213981	127069063	AFR
3	127069063	127471729	AFR
3	127471729	128185017	AFR
3	128185017	128643317	AFR
3	128643317	130025371	AFR
3	130025371	131373770	AFR
3	131373770	132449426	AFR
3	132449426	133574978	AFR
3	133574978	134694248	AFR
3	134694248	136073920	AFR
3	136073920	137771782	AFR
3	137771782	139032496	AFR
3	139032496	139955032	AFR
3	139955032	140768753	AFR
3	140768753	141919071	AFR
3	141919071	142691199	AFR
3	142691199	143534134	AFR
3	143534134	144884907	AFR
3	144884907	145517757	AFR
3	145517757	146967937	AFR
3	146967937	149152133	AFR
3	149152133	150530656	AFR
3	150530656	151312058	AFR
3	151312058	152289535	AFR
3	152289535	153405259	AFR
3	153405259	154184568	AFR
3	154184568	156150321	AFR
3	156150321	157167509	AFR
3	157167509	158065283	AFR
3	158065283	159274740	AFR
3	159274740	160403714	AFR
3	160403714	161524489	AFR
3	161524489	162343229	AFR
3	162343229	163255068	AFR
3	163255068	163974758	AFR
3	163974758	165055929	AFR
3	165055929	165936203	AFR
3	165936203	167294394	AFR
3	167294394	169192616	AFR
3	169192616	170378451	AFR
3	170378451	171039629	AFR
3	171039629	171886137	AFR
3	171886137	172581839	AFR
3	172581839	173865977	AFR
3	173865977	175051754	AFR
3	175051754	176031973	AFR
3	176031973	177441767	AFR
3	177441767	177744882	AFR
3	177744882	179573585	AFR
3	179573585	180523244	AFR
3	180523244	181935074	AFR
3	181935074	182969439	AFR
3	182969439	184324202	AFR
3	184324202	185565964	AFR
3	185565964	186694340	AFR
3	186694340	187461868	AFR
3	187461868	188397350	AFR
3	188397350	189452798	AFR
3	189452798	190262867	AFR
3	190262867	191224425	AFR
3	191224425	192296073	AFR
3	192296073	193100990	AFR
3	193100990	193887734	AFR
3	193887734	194540459	AFR
3	194540459	195644820	AFR
3	195644820	196388023	AFR
3	196388023	197082193	AFR
3	197082193	197946622	AFR
4	10240	687511	AFR
4	687511	1684643	AFR
4	1684643	2305227	AFR
4	2305227	2834742	AFR
4	2834742	3845785	AFR
4	3845785	4245591	AFR
4	4245591	4766591	AFR
4	4766591	5401017	AFR
4	5401017	5643190	AFR
4	5643190	6521323	AFR
4	6521323	7148478	AFR
4	7148478	7539243	AFR
4	7539243	8156982	AFR
4	8156982	9217084	AFR
4	9217084	9408706	AFR
4	9408706	11051086	AFR
4	11051086	12322193	AFR
4	12322193	13004594	AFR
4	13004594	14033518	AFR
4	14033518	14806062	AFR
4	14806062	16015596	AFR
4	16015596	16579302	AFR
4	16579302	17466663	AFR
4	17466663	17797758	AFR
4	17797758	19071748	AFR
4	19071748	20088277	AFR
4	20088277	21335953	AFR
4	21335953	22319994	AFR
4	22319994	22832682	AFR
4	22832682	23924075	AFR
4	23924075	25470692	AFR
4	25470692	26836221	AFR
4	26836221	27705166	AFR
4	27705166	28222858	AFR
4	28222858	29313923	AFR
4	29313923	30154627	AFR
4	30154627	31205517	AFR
4	31205517	32260538	AFR
4	32260538	33200599	AFR
4	33200599	34357426	AFR
4	34357426	36303852	AFR
4	36303852	37255698	AFR
4	37255698	38286557	AFR
4	38286557	39427020	AFR
4	39427020	40393464	AFR
4	40393464	41222719	AFR
4	41222719	42663370	AFR
4	42663370	43145456	AFR
4	43145456	44139213	AFR
4	44139213	45189924	AFR
4	45189924	46054691	AFR
4	46054691	47412266	AFR
4	47412266	47710585	AFR
4	47710585	48823980	AFR
4	48823980	53817863	AFR
4	53817863	54657396	AFR
4	54657396	55752128	AFR
4	55752128	56546693	AFR
4	56546693	57430922	AFR
4	57430922	58078979	AFR
4	58078979	58935043	AFR
4	58935043	60085391	AFR
4	60085391	60866605	AFR
4	60866605	61821922	AFR
4	61821922	62370661	AFR
4	62370661	63240972	AFR
4	63240972	63843287	AFR
4	63843287	64340654	AFR
4	64340654	64747722	AFR
4	64747722	66128225	AFR
4	66128225	66620680	AFR
4	66620680	67037825	AFR
4	67037825	68059162	AFR
4	68059162	68458381	AFR
4	68458381	69601661	AFR
4	69601661	71049152	AFR
4	71049152	72016502	AFR
4	72016502	72802206	AFR
4	72802206	73855509	AFR
4	73855509	74726880	AFR
4	74726880	75631228	AFR
4	75631228	76827157	AFR
4	76827157	77719622	AFR
4	77719622	78334882	AFR
4	78334882	79094834	AFR
4	79094834	80084154	AFR
4	80084154	81208102	AFR
4	81208102	82126121	AFR
4	82126121	83372471	AFR
4	83372471	84286738	AFR
4	84286738	85289325	AFR
4	85289325	86603545	AFR
4	86603545	87753539	AFR
4	87753539	89237737	AFR
4	89237737	90234948	AFR
4	90234948	91560613	AFR
4	91560613	93450935	AFR
4	93450935	94233344	AFR
4	94233344	95097989	AFR
4	95097989	96314365	AFR
4	96314365	96905230	AFR
4	96905230	97783246	AFR
4	97783246	99709224	AFR
4	99709224	100729588	AFR
4	100729588	101897037	AFR
4	101897037	102706911	AFR
4	102706911	104376204	AFR
4	104376204	104804496	AFR
4	104804496	105705507	AFR
4	105705507	106508007	AFR
4	106508007	107821660	AFR
4	107821660	108821231	AFR
4	108821231	111325664	AFR
4	111325664	113247366	AFR
4	113247366	115665840	AFR
4	115665840	117043351	AFR
4	117043351	118388140	AFR
4	118388140	119110853	AFR
4	119110853	121393877	AFR
4	121393877	122150120	AFR
4	122150120	123564877	AFR
4	123564877	124387864	AFR
4	124387864	125864038	AFR
4	125864038	126751642	AFR
4	126751642	127823456	AFR
4	127823456	129488725	AFR
4	129488725	130591942	AFR
4	130591942	131284154	AFR
4	131284154	132159527	AFR
4	132159527	133742120	AFR
4	133742120	134628275	AFR
4	134628275	135917915	AFR
4	135917915	136129288	AFR
4	136129288	137248644	AFR
4	137248644	137832558	AFR
4	137832558	138234868	AFR
4	138234868	139117653	AFR
4	139117653	139607794	AFR
4	139607794	141562493	AFR
4	141562493	142337646	AFR
4	142337646	144407242	AFR
4	144407242	145518312	AFR
4	145518312	147010779	AFR
4	147010779	149137625	AFR
4	149137625	150926532	AFR
4	150926532	152782334	AFR
4	152782334	154477810	AFR
4	154477810	155057510	AFR
4	155057510	155772857	AFR
4	155772857	156519992	AFR
4	156519992	157446692	AFR
4	157446692	157892376	AFR
4	157892376	158125630	AFR
4	158125630	158750049	AFR
4	158750049	160360026	AFR
4	160360026	161116375	AFR
4	161116375	162410833	AFR
4	162410833	163413815	AFR
4	163413815	164779494	AFR
4	164779494	165222987	AFR
4	165222987	165823644	AFR
4	165823644	167018251	AFR
4	167018251	167852085	AFR
4	167852085	169413768	AFR
4	169413768	170776510	AFR
4	170776510	172559172	AFR
4	172559172	174052266	AFR
4	174052266	175429593	AFR
4	175429593	176375967	AFR
4	176375967	177295182	AFR
4	177295182	178152876	AFR
4	178152876	179933205	AFR
4	179933205	180588135	AFR
4	180588135	182160359	AFR
4	182160359	182789614	AFR
4	182789614	183934211	AFR
4	183934211	184442557	AFR
4	184442557	185329704	AFR
4	185329704	185982902	AFR
4	185982902	186714617	AFR
4	186714617	187391680	AFR
4	187391680	188228281	AFR
4	188228281	189155493	AFR
4	189155493	189547260	AFR
4	189547260	190431993	AFR
4	190431993	191043594	AFR
5	11940	402961	AFR
5	402961	1234791	AFR
5	1234791	1935573	AFR
5	1935573	2723761	AFR
5	2723761	3104935	AFR
5	3104935	3779073	AFR
5	3779073	4399327	AFR
5	4399327	5406015	AFR
5	5406015	6338458	AFR
5	6338458	7184196	AFR
5	7184196	8445960	AFR
5	8445960	9536260	AFR
5	9536260	11303053	AFR
5	11303053	12781330	AFR
5	12781330	14733552	AFR
5	14733552	15549450	AFR
5	15549450	16592900	AFR
5	16592900	17093864	AFR
5	17093864	18129404	AFR
5	18129404	18743295	AFR
5	18743295	19916949	AFR
5	19916949	20561173	AFR
5	20561173	22152341	AFR
5	22152341	22657027	AFR
5	22657027	23439150	AFR
5	23439150	24365963	AFR
5	24365963	25719552	AFR
5	25719552	26360908	AFR
5	26360908	26937837	AFR
5	26937837	27368297	AFR
5	27368297	28720094	AFR
5	28720094	29714813	AFR
5	29714813	30566069	AFR
5	30566069	31762552	AFR
5	31762552	32724806	AFR
5	32724806	33594400	AFR
5	33594400	35049266	AFR
5	35049266	36664785	AFR
5	36664785	38142953	AFR
5	38142953	39438251	AFR
5	39438251	40219120	AFR
5	40219120	41432325	AFR
5	41432325	42858279	AFR
5	42858279	43473531	AFR
5	43473531	44827069	AFR
5	44827069	50163398	AFR
5	50163398	52133670	AFR
5	52133670	52672886	AFR
5	52672886	54328823	AFR
5	54328823	55417102	AFR
5	55417102	56335027	AFR
5	56335027	57339989	AFR
5	57339989	57900519	AFR
5	57900519	59570629	AFR
5	59570629	59841616	AFR
5	59841616	61620881	AFR
5	61620881	62534511	AFR
5	62534511	63218546	AFR
5	63218546	63484869	AFR
